rank,word,len,partOfSpeech,frequency,dispersion
4113,officially,10,r,6462,0.97
4114,broker,6,n,6929,0.9
4115,treasure,8,n,6648,0.94
4116,loyalty,7,n,6604,0.94
4117,credit,6,v,6611,0.94
4118,shock,5,v,6492,0.96
4119,talented,8,j,6584,0.95
4120,gasoline,8,n,6696,0.93
4121,stiff,5,j,6697,0.93
4122,output,6,n,7041,0.88
4123,nominee,7,n,7138,0.87
4124,extended,8,j,6641,0.94
4125,please,6,v,6565,0.95
4126,diabetes,8,n,7073,0.88
4127,slap,4,v,7015,0.89
4128,toxic,5,j,6672,0.93
4129,alleged,7,j,6658,0.93
4130,jaw,3,n,6922,0.9
4131,grief,5,n,6591,0.94
4132,mysterious,10,j,6484,0.96
4133,rocket,6,n,6722,0.92
4134,donate,6,v,6606,0.94
4135,inmate,6,n,6718,0.92
4136,tackle,6,v,6644,0.93
4137,dynamics,8,n,7084,0.87
4138,bow,3,n,6800,0.91
4139,ours,4,p,6422,0.96
4140,senior,6,n,6768,0.91
4141,dignity,7,n,6585,0.94
4142,carpet,6,n,6658,0.93
4143,parental,8,j,7251,0.85
4144,bubble,6,n,6570,0.94
4145,heat,4,v,6650,0.93
4146,buddy,5,n,6554,0.94
4147,barn,4,n,6785,0.91
4148,sword,5,n,7029,0.88
4149,flash,5,n,6741,0.91
4150,seventh,7,m,6517,0.95
4151,glory,5,n,6443,0.96
4152,tightly,7,r,6643,0.93
4153,protective,10,j,6503,0.95
4154,tuck,4,v,6847,0.9
4155,drum,4,n,6423,0.96
4156,faint,5,j,6886,0.89
4157,post,4,v,6558,0.94
4158,queen,5,n,6606,0.93
4159,dilemma,7,n,6703,0.92
4160,input,5,n,7004,0.88
4161,specialize,10,v,6538,0.94
4162,northeast,9,n,6500,0.94
4163,shallow,7,j,6512,0.94
4164,liability,9,n,6775,0.9
4165,sail,4,v,6525,0.94
4166,merchant,8,n,6474,0.94
4167,stadium,7,n,6977,0.88
4168,improved,8,j,6720,0.91
4169,bloody,6,j,6513,0.94
4170,defeat,6,n,6380,0.96
4171,associated,10,j,6754,0.9
4172,withdrawal,10,n,6624,0.92
4173,refrigerator,12,n,6497,0.94
4174,nest,4,n,6541,0.93
4175,near,4,j,6296,0.97
4176,thoroughly,10,r,6384,0.96
4177,lane,4,n,6540,0.93
4178,ancestor,8,n,6529,0.93
4179,condemn,7,v,6418,0.95
4180,steam,5,n,6426,0.95
4181,accent,6,n,6486,0.94
4182,escape,6,n,6358,0.96
4183,optimistic,10,j,6412,0.95
4184,unite,5,v,6391,0.95
4185,cage,4,n,6621,0.92
4186,equip,5,v,6436,0.94
4187,shrimp,6,n,6631,0.91
4188,homeland,8,n,6726,0.9
4189,exchange,8,v,6394,0.95
4190,rack,4,n,6677,0.91
4191,costume,7,n,6349,0.95
4192,wolf,4,n,6718,0.9
4193,courtroom,9,n,6772,0.89
4194,statute,7,n,6838,0.88
4195,cartoon,7,n,6403,0.94
4196,besides,7,i,6198,0.97
4197,productivity,12,n,6651,0.91
4198,grin,4,v,7242,0.83
4199,symbolic,8,j,6755,0.89
4200,seal,4,n,6543,0.92
4201,bug,3,n,6541,0.92
4202,bless,5,v,6293,0.96
4203,aunt,4,n,6662,0.9
4204,agriculture,11,n,6621,0.91
4205,rock,4,v,6473,0.93
4206,hostile,7,j,6319,0.95
4207,root,4,v,6276,0.96
4208,conceive,8,v,6486,0.93
4209,combined,8,j,6495,0.93
4210,instantly,9,r,6476,0.93
4211,bankruptcy,10,n,6690,0.9
4212,vaccine,7,n,6761,0.89
4213,bonus,5,n,6531,0.92
4214,collaboration,13,n,6889,0.87
4215,mixed,5,j,6327,0.95
4216,opposed,7,i,6418,0.93
4217,orbit,5,n,6490,0.92
4218,grasp,5,v,6357,0.94
4219,patience,8,n,6532,0.92
4220,spite,5,i,6339,0.94
4221,tropical,8,j,6473,0.92
4222,voting,6,n,6621,0.9
4223,patrol,6,n,6382,0.94
4224,willingness,11,n,6461,0.92
4225,position,8,v,6288,0.95
4226,revelation,10,n,6297,0.95
4227,rent,4,n,6360,0.94
4228,calm,4,v,6484,0.92
4229,jewelry,7,n,6338,0.94
4230,Cuban,5,j,6601,0.9
4231,haul,4,v,6401,0.93
4232,concede,7,v,6303,0.95
4233,trace,5,n,6345,0.94
4234,wagon,5,n,6577,0.91
4235,afterward,9,r,6353,0.94
4236,spectacular,11,j,6276,0.95
4237,ruin,4,v,6267,0.95
4238,sheer,5,j,6209,0.96
4239,prior,5,j,6720,0.88
4240,immune,6,j,6492,0.91
4241,reliability,11,n,7053,0.84
4242,ass,3,n,6911,0.86
4243,alongside,9,i,6166,0.96
4244,bush,4,n,6307,0.94
4245,exotic,6,j,6185,0.96
4246,fascinating,11,j,6231,0.95
4247,secure,6,j,6138,0.96
4248,clip,4,n,6660,0.89
4249,thigh,5,n,6576,0.9
4250,bull,4,n,6346,0.93
4251,drawer,6,n,6665,0.89
4252,regard,6,i,6665,0.89
4253,sheep,5,n,6320,0.94
4254,discourage,10,v,6177,0.96
4255,coordinator,11,n,6478,0.91
4256,ideological,11,j,6793,0.87
4257,runner,6,n,6333,0.93
4258,secular,7,j,6560,0.9
4259,intimate,8,j,6143,0.96
4260,empire,6,n,6268,0.94
4261,cab,3,n,6561,0.9
4262,divorce,7,v,6086,0.97
4263,exam,4,n,6176,0.95
4264,documentary,11,n,6321,0.93
4265,neutral,7,j,6331,0.93
4266,biology,7,n,6334,0.93
4267,flexible,8,j,6312,0.93
4268,progressive,11,j,6387,0.92
4269,web,3,n,6411,0.92
4270,conspiracy,10,n,6261,0.94
4271,catch,5,n,6377,0.92
4272,casualty,8,n,6439,0.91
4273,republic,8,n,7519,0.78
4274,execution,9,n,6278,0.93
4275,terrific,8,j,6356,0.92
4276,whale,5,n,6928,0.84
4277,functional,10,j,6736,0.87
4278,star,4,v,6328,0.92
4279,draft,5,v,6234,0.94
4280,instinct,8,n,6076,0.96
4281,teammate,8,n,6572,0.89
4282,aluminum,8,n,6468,0.9
4283,whoever,7,p,6250,0.93
4284,ministry,8,n,6250,0.93
4285,verdict,7,n,6529,0.89
4286,instruct,8,v,6117,0.95
4287,skull,5,n,6313,0.92
4288,self-esteem,11,n,6727,0.86
4289,ease,4,n,6103,0.95
4290,cooperative,11,j,6671,0.87
4291,manipulate,10,v,6159,0.94
4292,bee,3,n,6342,0.92
4293,practitioner,12,n,6670,0.87
4294,loop,4,n,6175,0.94
4295,edit,4,v,6157,0.94
4296,whip,4,v,6255,0.93
4297,puzzle,6,n,6153,0.94
4298,mushroom,8,n,6454,0.9
4299,subsidy,7,n,6236,0.93
4300,boil,4,v,6180,0.94
4301,tragic,6,j,6038,0.96
4302,mathematics,11,n,6828,0.85
4303,mechanic,8,n,6092,0.95
4304,jar,3,n,6284,0.92
4305,respect,7,i,6659,0.87
4306,earthquake,10,n,6439,0.9
4307,pork,4,n,6261,0.92
4308,creativity,10,n,6452,0.89
4309,safely,6,r,5959,0.97
4310,underlying,10,j,6340,0.91
4311,dessert,7,n,6286,0.92
4312,sympathy,8,n,6044,0.95
4313,fisherman,9,n,6317,0.91
4314,incredibly,10,r,6141,0.94
4315,isolation,9,n,6251,0.92
4316,sock,4,n,6273,0.92
4317,near,4,r,6097,0.94
4318,jump,4,n,6088,0.95
4319,eleven,6,m,6239,0.92
4320,sexy,4,j,6300,0.91
4321,entrepreneur,12,n,6238,0.92
4322,syndrome,8,n,6157,0.93
4323,bureau,6,n,6199,0.93
4324,seat,4,v,6227,0.92
4325,workplace,9,n,6186,0.93
4326,ambition,8,n,5962,0.96
4327,touchdown,9,n,6954,0.82
4328,utilize,7,v,6607,0.87
4329,breeze,6,n,6423,0.89
4330,costly,6,j,6130,0.93
4331,ambitious,9,j,6040,0.95
4332,Christianity,12,n,6312,0.91
4333,presumably,10,r,6039,0.95
4334,influential,11,j,6161,0.93
4335,translation,11,n,6266,0.91
4336,uncertain,9,j,5951,0.96
4337,dissolve,8,v,6157,0.93
4338,object,6,v,5909,0.97
4339,statistical,11,j,6634,0.86
4340,gut,3,n,6067,0.94
4341,metropolitan,12,j,6149,0.93
4342,rolling,7,j,6066,0.94
4343,aesthetic,9,j,6647,0.86
4344,spell,5,v,5887,0.97
4345,insert,6,v,6067,0.94
4346,booth,5,n,6191,0.92
4347,helmet,6,n,6203,0.92
4348,waist,5,n,6394,0.89
4349,expected,8,j,6144,0.93
4350,lion,4,n,6075,0.94
4351,accomplishment,14,n,5980,0.95
4352,royal,5,j,6028,0.94
4353,panic,5,n,6087,0.93
4354,cast,4,n,6007,0.95
4355,crush,5,v,5985,0.95
4356,actively,8,r,6232,0.91
4357,cliff,5,n,6117,0.93
4358,minimal,7,j,6176,0.92
4359,cord,4,n,6071,0.94
4360,fortunately,11,r,5974,0.95
4361,cocaine,7,n,6207,0.91
4362,illusion,8,n,6035,0.94
4363,anonymous,9,j,5949,0.95
4364,tolerate,8,v,5871,0.97
4365,appreciation,12,n,6054,0.94
4366,commissioner,12,n,6303,0.9
4367,harm,4,v,5810,0.97
4368,flexibility,11,n,6149,0.92
4369,instructional,13,j,7014,0.81
4370,scramble,8,v,6061,0.93
4371,casino,6,n,6205,0.91
4372,tumor,5,n,6427,0.88
4373,decorate,8,v,5997,0.94
4374,sort,4,v,5809,0.97
4375,charge,6,i,5893,0.96
4376,pulse,5,n,5992,0.94
4377,equivalent,10,n,5935,0.95
4378,fixed,5,j,6042,0.93
4379,experienced,11,j,6031,0.93
4380,donation,8,n,6086,0.92
4381,diary,5,n,5945,0.95
4382,sibling,7,n,6102,0.92
4383,irony,5,n,5818,0.97
4384,spoon,5,n,6194,0.91
4385,midst,5,n,5760,0.98
4386,alley,5,n,6236,0.9
4387,upset,5,j,5954,0.94
4388,interact,8,v,6247,0.9
4389,soap,4,n,5952,0.94
4390,cute,4,j,6089,0.92
4391,rival,5,n,6005,0.93
4392,short-term,10,j,5998,0.93
4393,punch,5,v,6071,0.92
4394,pin,3,n,6000,0.93
4395,hockey,6,n,6171,0.91
4396,passing,7,j,5903,0.95
4397,persist,7,v,6013,0.93
4398,supplier,8,n,6038,0.93
4399,known,5,j,5892,0.95
4400,momentum,8,n,5911,0.94
4401,purse,5,n,6161,0.91
4402,shed,4,v,5769,0.97
4403,liquid,6,n,5948,0.94
4404,icon,4,n,6030,0.92
4405,elephant,8,n,6038,0.92
4406,consequently,12,r,6463,0.86
4407,legislature,11,n,6027,0.92
4408,associate,9,n,5860,0.95
4409,franchise,9,n,6332,0.88
4410,correctly,9,r,5884,0.95
4411,mentally,8,r,5793,0.96
4412,foster,6,v,6237,0.89
4413,bicycle,7,n,5960,0.93
4414,encouraging,11,j,5868,0.95
4415,cheat,5,v,5819,0.96
4416,access,6,v,6023,0.92
4417,heal,4,v,5797,0.96
4418,fever,5,n,5874,0.95
4419,filter,6,n,6210,0.9
4420,rabbit,6,n,6095,0.91
4421,coin,4,n,5947,0.93
4422,exploit,7,v,5909,0.94
4423,accessible,10,j,5965,0.93
4424,organism,8,n,6210,0.89
4425,sensation,9,n,5882,0.94
4426,partially,9,r,5882,0.94
4427,stay,4,n,5779,0.96
4428,upstairs,8,r,6271,0.88
4429,dried,5,j,6109,0.91
4430,minimum,7,n,5867,0.94
4431,pro,3,j,6101,0.91
4432,conservation,12,n,6129,0.9
4433,shove,5,v,6327,0.87
4434,backyard,8,n,5890,0.94
4435,charter,7,n,6011,0.92
4436,stove,5,n,6082,0.91
4437,consent,7,n,6239,0.89
4438,comprise,8,v,6258,0.88
4439,reminder,8,n,5681,0.97
4440,alike,5,r,5740,0.96
4441,placement,9,n,6275,0.88
4442,dough,5,n,6294,0.88
4443,grandchild,10,n,5826,0.95
4444,dam,3,n,5968,0.92
4445,reportedly,10,r,5911,0.93
4446,well-known,10,j,5782,0.95
4447,surrounding,11,j,5826,0.95
4448,ecological,10,j,6443,0.86
4449,outfit,6,n,5850,0.94
4450,unprecedented,13,j,5798,0.95
4451,columnist,9,n,5997,0.92
4452,workout,7,n,6414,0.86
4453,preliminary,11,j,5908,0.93
4454,patent,6,n,6024,0.91
4455,shy,3,j,5806,0.95
4456,quote,5,n,6228,0.88
4457,trash,5,n,5811,0.95
4458,disabled,8,j,5952,0.92
4459,gross,5,j,5802,0.95
4460,damn,4,j,6269,0.88
4461,hormone,7,n,6230,0.88
4462,texture,7,n,5994,0.92
4463,counter,7,v,5722,0.96
4464,pencil,6,n,5936,0.92
4465,associate,9,j,5859,0.94
4466,frontier,8,n,5897,0.93
4467,spray,5,n,6005,0.91
4468,bet,3,n,5801,0.95
4469,disclose,8,v,5879,0.93
4470,custody,7,n,5957,0.92
4471,banker,6,n,5933,0.92
4472,beast,5,n,6052,0.9
4473,interfere,9,v,5709,0.96
4474,oak,3,n,5938,0.92
4475,case,4,c,5791,0.94
4476,eighth,6,m,5814,0.94
4477,notebook,8,n,5884,0.93
4478,outline,7,v,5859,0.93
4479,gaze,4,v,6379,0.86
4480,attendance,10,n,5963,0.92
4481,speculation,11,n,5698,0.96
4482,uncover,7,v,5696,0.96
4483,behalf,6,i,5727,0.95
4484,innovative,10,j,5921,0.92
4485,shark,5,n,6164,0.88
4486,reward,6,v,5676,0.96
4487,mill,4,n,5761,0.95
4488,installation,12,n,5938,0.92
4489,stimulate,9,v,5898,0.92
4490,tag,3,n,5735,0.95
4491,vertical,8,j,5950,0.91
4492,swimming,8,n,5735,0.95
4493,fleet,5,n,5781,0.94
4494,catalog,7,n,5925,0.92
4495,outsider,8,n,5690,0.96
4496,sacrifice,9,v,5641,0.96
4497,desperately,11,r,5701,0.95
4498,stance,6,n,5812,0.93
4499,compel,6,v,5728,0.95
4500,sensitivity,11,n,5981,0.91
4501,someday,7,r,5744,0.94
4502,instant,7,j,5765,0.94
4503,debut,5,n,5986,0.91
4504,proclaim,8,v,5716,0.95
4505,worldwide,9,r,5781,0.94
4506,hike,4,v,6111,0.89
4507,required,8,j,5953,0.91
4508,confrontation,13,n,5762,0.94
4509,colorful,8,j,5773,0.94
4510,ideal,5,n,5978,0.91
4511,constitution,12,n,6111,0.89
4512,trainer,7,n,5845,0.93
4513,Thanksgiving,12,n,5859,0.92
4514,scent,5,n,6050,0.89
4515,stack,5,n,5858,0.92
4516,eyebrow,7,n,6212,0.87
4517,sack,4,n,5880,0.92
4518,cease,5,v,5679,0.95
4519,inherit,7,v,5563,0.97
4520,tray,4,n,6021,0.9
4521,pioneer,7,n,5755,0.94
4522,organizational,14,j,6445,0.84
4523,textbook,8,n,5968,0.9
4524,uh,2,u,6155,0.87
4525,nasty,5,j,5682,0.95
4526,shrink,6,v,5617,0.96
4527,model,5,v,5925,0.91
4528,emerging,8,j,5942,0.91
4529,dot,3,n,5795,0.93
4530,wheat,5,n,5730,0.94
4531,fierce,6,j,5622,0.96
4532,envision,8,v,5619,0.96
4533,rational,8,j,5941,0.9
4534,kingdom,7,n,5674,0.95
4535,aisle,5,n,5828,0.92
4536,weaken,6,v,5640,0.95
4537,protocol,8,n,6031,0.89
4538,exclusively,11,r,5852,0.92
4539,vocal,5,j,5727,0.94
4540,marketplace,11,n,5650,0.95
4541,openly,6,r,5558,0.96
4542,unfair,6,j,5656,0.95
4543,terrain,7,n,5873,0.91
4544,deploy,6,v,5674,0.94
4545,risky,5,j,5632,0.95
4546,pasta,5,n,6062,0.88
4547,genre,5,n,5919,0.9
4548,distract,8,v,5720,0.93
4549,merit,5,n,5670,0.94
4550,planner,7,n,5797,0.92
4551,depressed,9,j,5543,0.96
4552,chunk,5,n,5682,0.94
4553,closest,7,j,5506,0.97
4554,discount,8,n,5809,0.92
4555,no,2,d,5591,0.95
4556,ladder,6,n,5720,0.93
4557,jungle,6,n,5693,0.94
4558,migration,9,n,6067,0.88
4559,breathing,9,n,5798,0.92
4560,invade,6,v,5653,0.94
4561,hurricane,9,n,6439,0.83
4562,retailer,8,n,5915,0.9
4563,classify,8,v,5964,0.89
4564,wound,5,v,5660,0.94
4565,coup,4,n,6179,0.86
4566,aid,3,v,5676,0.94
4567,ambassador,10,n,5847,0.91
4568,density,7,n,6040,0.88
4569,supportive,10,j,5662,0.94
4570,curiosity,9,n,5630,0.94
4571,skip,4,v,5635,0.94
4572,aggression,10,n,6215,0.85
4573,stimulus,8,n,6215,0.85
4574,journalism,10,n,5684,0.93
4575,robot,5,n,6023,0.88
4576,flood,5,v,5531,0.96
4577,dip,3,v,5664,0.93
4578,likewise,8,r,5821,0.91
4579,informal,8,j,5931,0.89
4580,Persian,7,j,6340,0.83
4581,feather,7,n,5744,0.92
4582,sphere,6,n,5881,0.9
4583,tighten,7,v,5665,0.93
4584,boast,5,v,5731,0.92
4585,pat,3,v,5968,0.89
4586,perceived,9,j,6386,0.83
4587,sole,4,j,5535,0.95
4588,publicity,9,n,5557,0.95
4589,major,5,n,5678,0.93
4590,unfold,6,v,5420,0.97
4591,joke,4,v,5576,0.95
4592,well-being,10,n,6005,0.88
4593,validity,8,n,6401,0.82
4594,ecosystem,9,n,6215,0.85
4595,strictly,8,r,5532,0.95
4596,partial,7,j,5716,0.92
4597,collar,6,n,5791,0.91
4598,weed,4,n,5642,0.93
4599,compliance,10,n,5973,0.88
4600,streak,6,n,5826,0.9
4601,supposedly,10,r,5451,0.97
4602,added,5,j,5616,0.94
4603,builder,7,n,5720,0.92
4604,glimpse,7,n,5567,0.95
4605,premise,7,n,5695,0.92
4606,specialty,9,n,5622,0.94
4607,deem,4,v,5639,0.93
4608,artifact,8,n,5773,0.91
4609,sneak,5,v,5690,0.92
4610,monkey,6,n,5698,0.92
4611,mentor,6,n,5757,0.91
4612,two-thirds,10,m,5558,0.95
4613,listener,8,n,5621,0.93
4614,lightning,9,n,5674,0.93
4615,legally,7,r,5484,0.96
4616,sleeve,6,n,5855,0.9
4617,disappointment,14,n,5464,0.96
4618,disturb,7,v,5532,0.95
4619,rib,3,n,5662,0.93
4620,excessive,9,j,5633,0.93
4621,high-tech,9,j,5681,0.92
4622,debris,6,n,5491,0.95
4623,pile,4,v,5609,0.93
4624,rod,3,n,5788,0.9
4625,logical,7,j,5644,0.93
4626,liberal,7,n,5677,0.92
4627,ash,3,n,5647,0.93
4628,socially,8,r,5814,0.9
4629,parish,6,n,5723,0.91
4630,slavery,7,n,5712,0.92
4631,blank,5,j,5585,0.94
4632,commodity,9,n,5659,0.92
4633,cure,4,n,5468,0.96
4634,mineral,7,n,5758,0.91
4635,hunger,6,n,5460,0.96
4636,dying,5,j,5504,0.95
4637,developmental,13,j,6255,0.84
4638,faster,6,j,5538,0.94
4639,spare,5,v,5492,0.95
4640,halfway,7,r,5695,0.92
4641,cure,4,v,5444,0.96
4642,equality,8,n,5841,0.89
4643,cemetery,8,n,5584,0.93
4644,harassment,10,n,5882,0.89
4645,deliberately,12,r,5388,0.97
4646,fame,4,n,5485,0.95
4647,regret,6,v,5479,0.95
4648,striking,8,j,5516,0.94
4649,likelihood,10,n,5790,0.9
4650,carrot,6,n,5718,0.91
4651,atop,4,i,5578,0.93
4652,toll,4,n,5587,0.93
4653,rim,3,n,5676,0.91
4654,embarrassed,11,j,5627,0.92
4655,fucking,7,j,6472,0.8
4656,cling,5,v,5678,0.91
4657,isolated,8,j,5482,0.95
4658,blink,5,v,6160,0.84
4659,suspicious,10,j,5412,0.96
4660,wheelchair,10,n,5670,0.91
4661,squad,5,n,5520,0.94
4662,eligible,8,j,5529,0.94
4663,processor,9,n,5882,0.88
4664,plunge,6,v,5490,0.94
4665,this,4,r,5517,0.94
4666,sponsor,7,n,5622,0.92
4667,grin,4,n,5944,0.87
4668,color,5,v,5465,0.95
4669,demographic,11,j,6103,0.85
4670,rain,4,v,5597,0.92
4671,chill,5,n,5675,0.91
4672,refuge,6,n,5505,0.94
4673,steer,5,v,5452,0.95
4674,legislator,10,n,5593,0.92
4675,rally,5,n,5619,0.92
4676,programming,11,n,5507,0.94
4677,cheer,5,v,5442,0.95
4678,outlet,6,n,5497,0.94
4679,intact,6,j,5350,0.96
4680,vendor,6,n,5543,0.93
4681,thrive,6,v,5472,0.94
4682,peanut,6,n,5604,0.92
4683,chew,4,v,5669,0.91
4684,elaborate,9,j,5349,0.96
4685,intellectual,12,n,5773,0.89
4686,conception,10,n,5953,0.86
4687,auction,7,n,5621,0.91
4688,steak,5,n,5596,0.92
4689,comply,6,v,5452,0.94
4690,triumph,7,n,5337,0.96
4691,shareholder,11,n,5742,0.89
4692,comparable,10,j,5600,0.91
4693,transport,9,v,5336,0.96
4694,conscience,10,n,5317,0.96
4695,calculation,11,n,5577,0.92
4696,considerably,12,r,5481,0.93
4697,interval,8,n,5708,0.89
4698,scratch,7,v,5629,0.91
4699,awake,5,j,5806,0.88
4700,jurisdiction,12,n,5691,0.9
4701,inevitably,10,r,5420,0.94
4702,feminist,8,j,5719,0.89
4703,constraint,10,n,5942,0.86
4704,emotionally,11,r,5321,0.96
4705,expedition,10,n,5467,0.93
4706,allegedly,9,r,5451,0.93
4707,compromise,10,v,5322,0.96
4708,strain,6,v,5435,0.94
4709,similarity,10,n,5709,0.89
4710,butt,4,n,5490,0.93
4711,lid,3,n,5558,0.92
4712,dumb,4,j,5486,0.93
4713,bulk,4,n,5324,0.95
4714,sprinkle,8,v,5777,0.88
4715,mortality,9,n,5785,0.88
4716,philosophical,13,j,5731,0.89
4717,conversion,10,n,5627,0.9
4718,patron,6,n,5331,0.95
4719,municipal,9,j,5536,0.92
4720,any,3,r,5352,0.95
4721,liver,5,n,5415,0.94
4722,harmony,7,n,5410,0.94
4723,solely,6,r,5456,0.93
4724,tolerance,9,n,5513,0.92
4725,instant,7,n,5755,0.88
4726,goat,4,n,5459,0.93
4727,arm,3,v,5232,0.97
4728,blessing,8,n,5222,0.97
4729,banana,6,n,5458,0.93
4730,running,7,n,5271,0.96
4731,palace,6,n,5347,0.94
4732,formerly,8,r,5350,0.94
4733,peasant,7,n,5609,0.9
4734,neat,4,j,5359,0.94
4735,grandparent,11,n,5334,0.95
4736,lawmaker,8,n,5755,0.88
4737,supermarket,11,n,5389,0.94
4738,cruise,6,n,5434,0.93
4739,mobile,6,j,5339,0.94
4740,plain,5,n,5337,0.94
4741,part,4,i,5503,0.91
4742,calendar,8,n,5258,0.96
4743,widow,5,n,5309,0.95
4744,deposit,7,n,5497,0.91
4745,beard,5,n,5528,0.91
4746,brake,5,n,5522,0.91
4747,downtown,8,r,5483,0.92
4748,screening,9,n,5407,0.93
4749,impulse,7,n,5305,0.95
4750,forbid,6,v,5167,0.97
4751,fur,3,n,5466,0.92
4752,brutal,6,j,5193,0.97
4753,predator,8,n,5400,0.93
4754,poke,4,v,5575,0.9
4755,opt,3,v,5371,0.93
4756,voluntary,9,j,5504,0.91
4757,trouble,7,v,5177,0.97
4758,valid,5,j,5509,0.91
4759,forum,5,n,5419,0.92
4760,dancing,7,n,5243,0.95
4761,happily,7,r,5331,0.94
4762,soar,4,v,5344,0.94
4763,removal,7,n,5488,0.91
4764,autonomy,8,n,5849,0.85
4765,enact,5,v,5441,0.92
4766,round,5,v,5247,0.95
4767,thread,6,n,5340,0.93
4768,light,5,i,5458,0.91
4769,landmark,8,n,5332,0.93
4770,unhappy,7,j,5162,0.96
4771,offender,8,n,5417,0.92
4772,coming,6,j,5181,0.96
4773,privately,9,r,5212,0.95
4774,fraction,8,n,5313,0.94
4775,distinctive,11,j,5373,0.93
4776,tourism,7,n,5429,0.92
4777,threshold,9,n,5490,0.91
4778,calm,4,j,5309,0.94
4779,routinely,9,r,5269,0.94
4780,suite,5,n,5321,0.93
4781,remark,6,v,5289,0.94
4782,regulator,9,n,5462,0.91
4783,straw,5,n,5297,0.94
4784,theological,11,j,5684,0.87
4785,apart,5,i,5216,0.95
4786,exhaust,7,v,5204,0.95
4787,globe,5,n,5166,0.96
4788,fragile,7,j,5125,0.97
4789,objection,9,n,5276,0.94
4790,chemistry,9,n,5192,0.95
4791,old-fashioned,13,j,5200,0.95
4792,crowded,7,j,5196,0.95
4793,circle,6,v,5401,0.91
4794,blast,5,n,5241,0.94
4795,prevail,7,v,5207,0.95
4796,overnight,9,r,5170,0.96
4797,denial,6,n,5207,0.95
4798,rental,6,n,5357,0.92
4799,fantastic,9,j,5269,0.94
4800,fragment,8,n,5308,0.93
4801,level,5,j,5367,0.92
4802,screw,5,v,5361,0.92
4803,warmth,6,n,5383,0.92
4804,undergraduate,13,n,5683,0.87
4805,liquid,6,j,5265,0.94
4806,headache,8,n,5256,0.94
4807,policeman,9,n,5278,0.93
4808,yield,5,n,5648,0.87
4809,projection,10,n,5288,0.93
4810,battle,6,v,5240,0.94
4811,suitable,8,j,5291,0.93
4812,mention,7,n,5137,0.96
4813,graduation,10,n,5218,0.94
4814,drill,5,v,5279,0.93
4815,cruel,5,j,5128,0.96
4816,mansion,7,n,5233,0.94
4817,regard,6,n,5263,0.93
4818,grape,5,n,5318,0.92
4819,authorize,9,v,5209,0.94
4820,cottage,7,n,5328,0.92
4821,driveway,8,n,5459,0.9
4822,charm,5,n,5157,0.95
4823,sexuality,9,n,5531,0.88
4824,loyal,5,j,5066,0.97
4825,clay,4,n,5287,0.93
4826,pound,5,v,5327,0.92
4827,balloon,7,n,5187,0.94
4828,invention,9,n,5211,0.94
4829,ego,3,n,5239,0.93
4830,fare,4,n,5362,0.91
4831,homework,8,n,5093,0.96
4832,disc,4,n,5403,0.9
4833,sofa,4,n,5499,0.89
4834,guarantee,9,n,5205,0.94
4835,availability,12,n,5519,0.88
4836,radar,5,n,5221,0.93
4837,frown,5,v,5903,0.83
4838,regain,6,v,5041,0.97
4839,leave,5,n,5087,0.96
4840,permit,6,n,5305,0.92
4841,sweater,7,n,5392,0.9
4842,rehabilitation,14,n,5547,0.88
4843,rubber,6,j,5190,0.94
4844,retreat,7,n,5132,0.95
4845,molecule,8,n,5445,0.89
4846,freely,6,r,5085,0.96
4847,favorable,9,j,5324,0.91
4848,steadily,8,r,5085,0.96
4849,veteran,7,j,5312,0.92
4850,integrated,10,j,5455,0.89
4851,ha,2,u,5372,0.9
4852,youngster,9,n,5184,0.94
4853,broadcast,9,v,5138,0.95
4854,premium,7,n,5279,0.92
4855,accountability,14,n,5409,0.9
4856,overwhelm,9,v,4976,0.97
4857,one-third,9,m,5210,0.93
4858,contemplate,11,v,5027,0.96
4859,update,6,v,5227,0.93
4860,spark,5,v,5071,0.96
4861,ironically,10,r,5154,0.94
4862,fatigue,7,n,5214,0.93
4863,beyond,6,r,5036,0.96
4864,speculate,9,v,5012,0.97
4865,marker,6,n,5156,0.94
4866,low,3,r,5024,0.96
4867,preach,6,v,5063,0.96
4868,bucket,6,n,5233,0.92
4869,bomb,4,v,5275,0.92
4870,blond,5,j,5479,0.88
4871,confession,10,n,5074,0.95
4872,provoke,7,v,5063,0.95
4873,marble,6,n,5210,0.93
4874,substantially,13,r,5344,0.9
4875,twist,5,n,5060,0.95
4876,defender,8,n,5136,0.94
4877,fish,4,v,5183,0.93
4878,explicit,8,j,5461,0.88
4879,transport,9,n,5313,0.91
4880,disturbing,10,j,4990,0.97
4881,surveillance,12,n,5132,0.94
4882,magnetic,8,j,5377,0.9
4883,technician,10,n,5048,0.95
4884,mutter,6,v,5753,0.84
4885,devastating,11,j,5055,0.95
4886,depart,6,v,5035,0.96
4887,arrow,5,n,5208,0.92
4888,trauma,6,n,5880,0.82
4889,neighboring,11,j,5082,0.95
4890,soak,4,v,5186,0.93
4891,ribbon,6,n,5159,0.93
4892,meantime,8,n,5022,0.96
4893,transmit,8,v,5117,0.94
4894,screen,6,v,5079,0.95
4895,harvest,7,n,5125,0.94
4896,consecutive,11,j,5471,0.88
4897,republican,10,j,5297,0.91
4898,coordinate,10,v,5152,0.93
4899,worldwide,9,j,5089,0.94
4900,within,6,r,5085,0.94
4901,spy,3,n,5076,0.95
